label,path,split
cat,animals/cats/00330-200124640.png,train
dog,animals/dogs/00717-3846168879.png,train
cat,animals/cats/00349-200124659.png,train
cat,animals/cats/00064-200124374.png,train
cat,animals/cats/00324-200124634.png,train
cat,animals/cats/00442-200124752.png,train
cat,animals/cats/00479-200124789.png,train
cat,animals/cats/00229-200124539.png,train
dog,animals/dogs/00713-3846168875.png,train
dog,animals/dogs/00540-3846168702.png,train
dog,animals/dogs/00776-3846168938.png,train
cat,animals/cats/00347-200124657.png,train
dog,animals/dogs/00598-3846168760.png,train
dog,animals/dogs/00521-3846168683.png,train
cat,animals/cats/00477-200124787.png,train
dog,animals/dogs/00796-3846168958.png,train
cat,animals/cats/00465-200124775.png,train
cat,animals/cats/00446-200124756.png,train
cat,animals/cats/00296-200124606.png,train
dog,animals/dogs/00660-3846168822.png,train
cat,animals/cats/00295-200124605.png,train
cat,animals/cats/00141-200124451.png,train
dog,animals/dogs/00700-3846168862.png,train
cat,animals/cats/00281-200124591.png,train
cat,animals/cats/00487-200124797.png,train
dog,animals/dogs/00752-3846168914.png,train
dog,animals/dogs/00897-3846169059.png,train
cat,animals/cats/00217-200124527.png,train
dog,animals/dogs/00909-3846169071.png,train
dog,animals/dogs/00937-3846169099.png,train
cat,animals/cats/00218-200124528.png,train
cat,animals/cats/00044-200124354.png,train
dog,animals/dogs/00623-3846168785.png,train
cat,animals/cats/00322-200124632.png,train
cat,animals/cats/00235-200124545.png,train
cat,animals/cats/00120-200124430.png,validation
dog,animals/dogs/00693-3846168855.png,validation
dog,animals/dogs/00503-3846168665.png,validation
cat,animals/cats/00203-200124513.png,validation
cat,animals/cats/00286-200124596.png,validation
dog,animals/dogs/00560-3846168722.png,validation
dog,animals/dogs/00611-3846168773.png,validation
dog,animals/dogs/00964-3846169126.png,validation
dog,animals/dogs/00745-3846168907.png,validation
dog,animals/dogs/00619-3846168781.png,validation
cat,animals/cats/00262-200124572.png,validation
cat,animals/cats/00270-200124580.png,validation
dog,animals/dogs/00657-3846168819.png,validation
cat,animals/cats/00196-200124506.png,validation
cat,animals/cats/00215-200124525.png,validation
cat,animals/cats/00293-200124603.png,validation
cat,animals/cats/00162-200124472.png,validation
dog,animals/dogs/00997-127787251.png,validation
cat,animals/cats/00470-200124780.png,validation
dog,animals/dogs/00696-3846168858.png,validation
dog,animals/dogs/00672-3846168834.png,validation
dog,animals/dogs/00878-3846169040.png,validation
dog,animals/dogs/00830-3846168992.png,validation
dog,animals/dogs/00510-3846168672.png,validation
dog,animals/dogs/00927-3846169089.png,validation
cat,animals/cats/00004-4122619877.png,validation
cat,animals/cats/00300-200124610.png,validation
cat,animals/cats/00011-4122619884.png,validation
cat,animals/cats/00135-200124445.png,validation
dog,animals/dogs/00977-127787231.png,validation
cat,animals/cats/00207-200124517.png,validation
cat,animals/cats/00191-200124501.png,validation
dog,animals/dogs/00841-3846169003.png,validation
dog,animals/dogs/00822-3846168984.png,validation
dog,animals/dogs/00791-3846168953.png,validation
dog,animals/dogs/00743-3846168905.png,validation
cat,animals/cats/00033-200124343.png,validation
cat,animals/cats/00421-200124731.png,validation
cat,animals/cats/00076-200124386.png,validation
dog,animals/dogs/00511-3846168673.png,validation
cat,animals/cats/00252-200124562.png,validation
dog,animals/dogs/00810-3846168972.png,validation
dog,animals/dogs/00873-3846169035.png,validation
dog,animals/dogs/00688-3846168850.png,validation
cat,animals/cats/00497-200124807.png,validation
cat,animals/cats/00388-200124698.png,validation
dog,animals/dogs/00517-3846168679.png,validation
dog,animals/dogs/00921-3846169083.png,validation
cat,animals/cats/00313-200124623.png,validation
cat,animals/cats/00353-200124663.png,validation
dog,animals/dogs/00593-3846168755.png,validation
cat,animals/cats/00243-200124553.png,validation
cat,animals/cats/00028-200124338.png,validation
cat,animals/cats/00167-200124477.png,validation
dog,animals/dogs/00583-3846168745.png,validation
dog,animals/dogs/00697-3846168859.png,validation
cat,animals/cats/00489-200124799.png,validation
cat,animals/cats/00323-200124633.png,validation
cat,animals/cats/00018-4122619891.png,validation
dog,animals/dogs/00554-3846168716.png,validation
cat,animals/cats/00057-200124367.png,validation
cat,animals/cats/00236-200124546.png,validation
dog,animals/dogs/00825-3846168987.png,validation
cat,animals/cats/00263-200124573.png,validation
cat,animals/cats/00164-200124474.png,validation
cat,animals/cats/00290-200124600.png,validation
cat,animals/cats/00204-200124514.png,validation
cat,animals/cats/00074-200124384.png,validation
dog,animals/dogs/00590-3846168752.png,validation
dog,animals/dogs/00792-3846168954.png,validation
dog,animals/dogs/00573-3846168735.png,validation
dog,animals/dogs/00789-3846168951.png,validation
dog,animals/dogs/00636-3846168798.png,validation
cat,animals/cats/00015-4122619888.png,validation
cat,animals/cats/00475-200124785.png,validation
dog,animals/dogs/00545-3846168707.png,validation
dog,animals/dogs/00731-3846168893.png,validation
cat,animals/cats/00396-200124706.png,validation
cat,animals/cats/00001-4122619874.png,validation
dog,animals/dogs/00974-3846169136.png,validation
dog,animals/dogs/00772-3846168934.png,validation
dog,animals/dogs/00867-3846169029.png,validation
dog,animals/dogs/00538-3846168700.png,validation
dog,animals/dogs/00970-3846169132.png,validation
dog,animals/dogs/00721-3846168883.png,validation
dog,animals/dogs/00801-3846168963.png,validation
cat,animals/cats/00325-200124635.png,validation
dog,animals/dogs/00957-3846169119.png,validation
cat,animals/cats/00133-200124443.png,validation
cat,animals/cats/00172-200124482.png,validation
dog,animals/dogs/00564-3846168726.png,validation
cat,animals/cats/00085-200124395.png,validation
dog,animals/dogs/00961-3846169123.png,validation
cat,animals/cats/00383-200124693.png,validation
cat,animals/cats/00365-200124675.png,validation
dog,animals/dogs/00544-3846168706.png,validation
cat,animals/cats/00419-200124729.png,validation
cat,animals/cats/00065-200124375.png,validation
cat,animals/cats/00153-200124463.png,validation
cat,animals/cats/00429-200124739.png,validation
dog,animals/dogs/00758-3846168920.png,validation
dog,animals/dogs/00695-3846168857.png,validation
dog,animals/dogs/00982-127787236.png,validation
cat,animals/cats/00186-200124496.png,validation
dog,animals/dogs/00550-3846168712.png,validation
dog,animals/dogs/00757-3846168919.png,validation
dog,animals/dogs/00626-3846168788.png,validation
cat,animals/cats/00107-200124417.png,validation
cat,animals/cats/00350-200124660.png,validation
dog,animals/dogs/00924-3846169086.png,validation
cat,animals/cats/00143-200124453.png,validation
cat,animals/cats/00122-200124432.png,validation
dog,animals/dogs/00827-3846168989.png,validation
dog,animals/dogs/00869-3846169031.png,validation
dog,animals/dogs/00942-3846169104.png,validation
dog,animals/dogs/00627-3846168789.png,validation
dog,animals/dogs/00857-3846169019.png,validation
dog,animals/dogs/00986-127787240.png,validation
dog,animals/dogs/00691-3846168853.png,validation
dog,animals/dogs/00749-3846168911.png,validation
dog,animals/dogs/00733-3846168895.png,validation
cat,animals/cats/00145-200124455.png,validation
cat,animals/cats/00213-200124523.png,validation
cat,animals/cats/00375-200124685.png,validation
cat,animals/cats/00435-200124745.png,validation
dog,animals/dogs/00628-3846168790.png,validation
dog,animals/dogs/00880-3846169042.png,validation
cat,animals/cats/00408-200124718.png,validation
cat,animals/cats/00058-200124368.png,validation
cat,animals/cats/00458-200124768.png,validation
dog,animals/dogs/00539-3846168701.png,validation
cat,animals/cats/00299-200124609.png,validation
cat,animals/cats/00003-4122619876.png,validation
dog,animals/dogs/00850-3846169012.png,validation
cat,animals/cats/00355-200124665.png,validation
dog,animals/dogs/00980-127787234.png,validation
dog,animals/dogs/00514-3846168676.png,validation
cat,animals/cats/00046-200124356.png,validation
cat,animals/cats/00169-200124479.png,validation
dog,animals/dogs/00738-3846168900.png,validation
cat,animals/cats/00181-200124491.png,validation
cat,animals/cats/00273-200124583.png,validation
cat,animals/cats/00053-200124363.png,validation
dog,animals/dogs/00642-3846168804.png,validation
cat,animals/cats/00055-200124365.png,validation
dog,animals/dogs/00523-3846168685.png,validation
cat,animals/cats/00087-200124397.png,validation
cat,animals/cats/00245-200124555.png,validation
dog,animals/dogs/00885-3846169047.png,validation
cat,animals/cats/00427-200124737.png,validation
dog,animals/dogs/00895-3846169057.png,test
cat,animals/cats/00209-200124519.png,test
cat,animals/cats/00303-200124613.png,test
cat,animals/cats/00362-200124672.png,test
dog,animals/dogs/00958-3846169120.png,test
cat,animals/cats/00202-200124512.png,test
cat,animals/cats/00289-200124599.png,test
dog,animals/dogs/00768-3846168930.png,test
cat,animals/cats/00336-200124646.png,test
dog,animals/dogs/00614-3846168776.png,test
dog,animals/dogs/00681-3846168843.png,test
cat,animals/cats/00266-200124576.png,test
cat,animals/cats/00031-200124341.png,test
dog,animals/dogs/00919-3846169081.png,test
dog,animals/dogs/00565-3846168727.png,test
cat,animals/cats/00433-200124743.png,test
cat,animals/cats/00061-200124371.png,test
cat,animals/cats/00437-200124747.png,test
dog,animals/dogs/00925-3846169087.png,test
cat,animals/cats/00084-200124394.png,test
cat,animals/cats/00359-200124669.png,test
dog,animals/dogs/00875-3846169037.png,test
cat,animals/cats/00095-200124405.png,test
cat,animals/cats/00083-200124393.png,test
dog,animals/dogs/00817-3846168979.png,test
dog,animals/dogs/00558-3846168720.png,test
dog,animals/dogs/00946-3846169108.png,test
cat,animals/cats/00277-200124587.png,test
cat,animals/cats/00206-200124516.png,test
cat,animals/cats/00463-200124773.png,test
cat,animals/cats/00150-200124460.png,test
cat,animals/cats/00008-4122619881.png,test
cat,animals/cats/00447-200124757.png,test
cat,animals/cats/00469-200124779.png,test
cat,animals/cats/00335-200124645.png,test
cat,animals/cats/00157-200124467.png,test
dog,animals/dogs/00546-3846168708.png,test
cat,animals/cats/00242-200124552.png,test
cat,animals/cats/00137-200124447.png,test
cat,animals/cats/00237-200124547.png,test
dog,animals/dogs/00826-3846168988.png,test
cat,animals/cats/00340-200124650.png,test
dog,animals/dogs/00707-3846168869.png,test
cat,animals/cats/00422-200124732.png,test
cat,animals/cats/00320-200124630.png,test
cat,animals/cats/00047-200124357.png,test
cat,animals/cats/00257-200124567.png,test
cat,animals/cats/00308-200124618.png,test
cat,animals/cats/00066-200124376.png,test
cat,animals/cats/00183-200124493.png,test
cat,animals/cats/00478-200124788.png,test
dog,animals/dogs/00547-3846168709.png,test
cat,animals/cats/00358-200124668.png,test
cat,animals/cats/00116-200124426.png,test
cat,animals/cats/00342-200124652.png,test
dog,animals/dogs/00737-3846168899.png,test
dog,animals/dogs/00667-3846168829.png,test
dog,animals/dogs/00769-3846168931.png,test
dog,animals/dogs/00781-3846168943.png,test
cat,animals/cats/00253-200124563.png,test
cat,animals/cats/00088-200124398.png,test
dog,animals/dogs/00530-3846168692.png,test
dog,animals/dogs/00891-3846169053.png,test
dog,animals/dogs/00898-3846169060.png,test
cat,animals/cats/00341-200124651.png,test
cat,animals/cats/00128-200124438.png,test
cat,animals/cats/00173-200124483.png,test
cat,animals/cats/00321-200124631.png,test
dog,animals/dogs/00805-3846168967.png,test
dog,animals/dogs/00932-3846169094.png,test
cat,animals/cats/00093-200124403.png,test
dog,animals/dogs/00906-3846169068.png,test
dog,animals/dogs/00855-3846169017.png,test
cat,animals/cats/00221-200124531.png,test
dog,animals/dogs/00969-3846169131.png,test
dog,animals/dogs/00579-3846168741.png,test
cat,animals/cats/00214-200124524.png,test
dog,animals/dogs/00904-3846169066.png,test
dog,animals/dogs/00673-3846168835.png,test
cat,animals/cats/00420-200124730.png,test
cat,animals/cats/00363-200124673.png,test
dog,animals/dogs/00971-3846169133.png,test
dog,animals/dogs/00624-3846168786.png,test
dog,animals/dogs/00710-3846168872.png,test
dog,animals/dogs/00939-3846169101.png,test
cat,animals/cats/00430-200124740.png,test
dog,animals/dogs/00584-3846168746.png,test
dog,animals/dogs/00856-3846169018.png,test
dog,animals/dogs/00575-3846168737.png,test
dog,animals/dogs/00617-3846168779.png,test
cat,animals/cats/00104-200124414.png,test
cat,animals/cats/00155-200124465.png,test
dog,animals/dogs/00515-3846168677.png,test
cat,animals/cats/00090-200124400.png,test
dog,animals/dogs/00632-3846168794.png,test
cat,animals/cats/00301-200124611.png,test
cat,animals/cats/00168-200124478.png,test
cat,animals/cats/00190-200124500.png,test
dog,animals/dogs/00613-3846168775.png,test
cat,animals/cats/00496-200124806.png,test
dog,animals/dogs/00531-3846168693.png,test
cat,animals/cats/00094-200124404.png,test
cat,animals/cats/00261-200124571.png,test
dog,animals/dogs/00896-3846169058.png,test
dog,animals/dogs/00603-3846168765.png,test
dog,animals/dogs/00948-3846169110.png,test
cat,animals/cats/00493-200124803.png,test
dog,animals/dogs/00930-3846169092.png,test
cat,animals/cats/00113-200124423.png,test
dog,animals/dogs/00577-3846168739.png,test
dog,animals/dogs/00996-127787250.png,test
dog,animals/dogs/00953-3846169115.png,test
cat,animals/cats/00080-200124390.png,test
dog,animals/dogs/00687-3846168849.png,test
dog,animals/dogs/00629-3846168791.png,test
dog,animals/dogs/00952-3846169114.png,test
cat,animals/cats/00129-200124439.png,test
dog,animals/dogs/00824-3846168986.png,test
dog,animals/dogs/00618-3846168780.png,test
dog,animals/dogs/00559-3846168721.png,test
dog,animals/dogs/00968-3846169130.png,test
dog,animals/dogs/00727-3846168889.png,test
dog,animals/dogs/00701-3846168863.png,test
cat,animals/cats/00096-200124406.png,test
cat,animals/cats/00417-200124727.png,test
dog,animals/dogs/00775-3846168937.png,test
cat,animals/cats/00185-200124495.png,test
dog,animals/dogs/00819-3846168981.png,test
cat,animals/cats/00156-200124466.png,test
dog,animals/dogs/00610-3846168772.png,test
dog,animals/dogs/00602-3846168764.png,test
dog,animals/dogs/00950-3846169112.png,test
cat,animals/cats/00256-200124566.png,test
dog,animals/dogs/00509-3846168671.png,test
cat,animals/cats/00380-200124690.png,test
cat,animals/cats/00179-200124489.png,test
cat,animals/cats/00036-200124346.png,test
cat,animals/cats/00414-200124724.png,test
dog,animals/dogs/00549-3846168711.png,test
dog,animals/dogs/00761-3846168923.png,test
cat,animals/cats/00486-200124796.png,test
cat,animals/cats/00205-200124515.png,test
cat,animals/cats/00148-200124458.png,test
cat,animals/cats/00025-200124335.png,test
dog,animals/dogs/00741-3846168903.png,test
cat,animals/cats/00428-200124738.png,test
cat,animals/cats/00348-200124658.png,test
dog,animals/dogs/00779-3846168941.png,test
cat,animals/cats/00461-200124771.png,test
cat,animals/cats/00426-200124736.png,test
